location,Basel,Basel,Basel,Basel
lat,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653
variable,Temperature,Relative Humidity,Wind Speed,Wind Direction
unit,°C,%,km/h,°
level,2 m elevation corrected,2 m,10 m,10 m
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Relative Humidity [2 m],Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20240425T0000,3.7702456,89.592674,5.991594,212.73523
20240425T0100,3.7402453,90.10552,5.634891,206.56505
20240425T0200,3.7102456,90.10276,5.315336,208.30077
20240425T0300,3.4802456,90.60077,5.0142193,201.0375
20240425T0400,3.6702452,90.877975,5.3517847,199.65382
20240425T0500,4.0602455,89.49222,5.6920996,198.43495
20240425T0600,4.4502454,88.133705,6.151683,200.55605
20240425T0700,5.3502455,82.39514,7.386582,226.97495
20240425T0800,6.630245,72.36961,8.854829,243.43495
20240425T0900,7.4702454,64.52106,9.693296,248.1986
20240425T1000,7.7002454,63.2824,8.049845,259.69516
20240425T1100,8.170245,58.202923,6.6185193,247.61987
20240425T1200,8.720245,54.015778,10.315115,240.75117
20240425T1300,9.420245,50.691223,10.630672,241.69925
20240425T1400,9.950245,47.847385,10.464797,243.43495
20240425T1500,10.400246,45.510506,9.693296,248.1986
20240425T1600,10.530245,45.115837,7.42159,255.96376
20240425T1700,10.300245,49.73517,3.96,270.0
20240425T1800,8.280246,62.022526,1.5273507,44.999985
20240425T1900,5.2402453,73.78006,5.0528407,94.08562
20240425T2000,3.3502455,82.70188,6.193674,125.537674
20240425T2100,2.6802454,89.746056,5.904439,142.4314
20240425T2200,2.9102454,91.46868,4.39436,145.00798
20240425T2300,2.8202453,92.056755,5.904439,142.4314
20240426T0000,3.5202456,90.149895,6.792466,147.99461
20240426T0100,4.3402452,87.74446,6.792466,147.99461
20240426T0200,4.7802453,85.68536,6.9247384,152.10272
20240426T0300,4.9302454,86.010315,6.792466,147.99461
20240426T0400,4.940245,85.64368,6.9247384,152.10272
20240426T0500,5.270245,85.86719,7.5685663,154.65382
20240426T0600,6.040245,86.63046,9.449572,162.25533
20240426T0700,7.0702453,88.58763,9.178235,168.69006
20240426T0800,8.140245,84.77319,10.805999,181.90915
20240426T0900,8.970245,82.1523,10.239453,190.12466
20240426T1000,10.070246,75.90304,10.390226,194.03624
20240426T1100,11.0602455,70.838165,9.007196,177.7094
20240426T1200,11.930245,67.418625,9.779817,186.3402
20240426T1300,12.380245,68.22129,9.9571085,192.52881
20240426T1400,12.680245,68.144325,9.47012,188.74615
20240426T1500,12.200245,70.823296,10.24578,198.43495
20240426T1600,11.610246,75.90992,6.379216,196.38954
20240426T1700,11.150246,78.97014,4.6938257,147.52881
20240426T1800,10.350245,82.90911,4.198285,120.96376
20240426T1900,8.530246,92.538475,5.95906,115.01689
20240426T2000,7.420245,96.38382,4.6102495,128.6598
20240426T2100,6.6002455,97.5634,4.3349743,138.36646
20240426T2200,5.880245,98.49822,4.0249224,153.43495
20240426T2300,5.3702455,98.4165,5.315336,151.69923
20240427T0000,5.4702454,97.80091,5.95906,154.98311
20240427T0100,5.460245,97.39037,5.95906,154.98311
20240427T0200,5.5702453,96.646576,5.8048253,150.25511
20240427T0300,5.270245,96.09283,5.904439,142.4314
20240427T0400,5.040245,95.947266,5.8603754,137.48955
20240427T0500,5.420245,95.359825,6.3690495,132.70938
20240427T0600,6.8502455,93.26434,6.3690495,132.70938
20240427T0700,9.580245,84.18996,5.1165614,129.2894
20240427T0800,12.450245,75.27999,5.495161,121.6075
20240427T0900,14.770246,65.263565,6.12,118.07248
20240427T1000,16.430246,59.942814,6.162207,96.70984
20240427T1100,17.990246,50.179092,8.766573,109.17901
20240427T1200,19.380245,42.94628,9.957108,139.39871
20240427T1300,20.440245,38.135612,9.511088,150.52411
20240427T1400,20.640245,35.61697,8.78872,145.00798
20240427T1500,21.010244,32.812637,7.653705,138.81407
20240427T1600,20.850245,33.609726,7.172949,107.52557
20240427T1700,20.020245,36.523987,7.208994,92.862404
20240427T1800,18.110245,40.736805,8.4042845,99.86581
20240427T1900,15.210245,46.52824,9.346143,105.64224
20240427T2000,13.450245,54.27189,9.659814,116.56505
20240427T2100,12.570246,59.182995,9.387651,122.47119
20240427T2200,12.190246,59.0027,6.8777895,132.8789
20240427T2300,11.940246,61.87163,5.634891,153.43495
20240428T0000,11.140245,67.90581,8.913181,136.63657
20240428T0100,10.8102455,72.33136,7.10031,149.53445
20240428T0200,11.180245,74.02496,3.8939953,123.69006
20240428T0300,11.010245,76.541,4.6102495,128.6598
20240428T0400,10.840245,80.8975,2.968636,165.96376
20240428T0500,10.960245,83.614655,3.6,216.8699
20240428T0600,11.030245,84.31041,7.754637,248.1986
20240428T0700,11.540245,80.55689,3.6179552,264.28943
20240428T0800,11.970245,79.31281,1.9386592,111.80141
20240428T0900,12.780245,77.73114,2.2768397,161.56505
20240428T1000,13.910245,72.43071,10.538843,262.14667
20240428T1100,13.600245,74.81899,13.084402,262.09283
20240428T1200,13.170245,76.43594,14.917212,250.25317
20240428T1300,12.960245,77.65469,12.303366,249.44395
20240428T1400,12.850245,76.69415,9.504272,232.69606
20240428T1500,12.790245,75.03228,7.491114,215.21759
20240428T1600,12.530245,73.66529,5.8048253,209.74489
20240428T1700,12.290245,74.025635,4.829907,206.56505
20240428T1800,11.700245,79.6513,3.319036,192.52881
20240428T1900,11.480246,79.07546,3.4152596,161.56505
20240428T2000,11.050245,80.65106,4.3498964,155.55605
20240428T2100,10.850245,81.00996,4.6800003,157.38013
20240428T2200,9.620245,91.293106,4.1046314,164.74487
20240428T2300,9.460245,91.969765,5.0911684,171.8699
20240429T0000,9.200245,92.58278,4.896529,162.89728
20240429T0100,9.160245,93.08801,3.671294,168.69006
20240429T0200,9.080245,94.29976,2.7416782,156.8014
20240429T0300,8.750245,95.51606,3.0547013,135.0
20240429T0400,8.740245,95.25468,3.096837,125.537674
20240429T0500,9.0602455,94.62125,3.0547013,135.0
20240429T0600,9.660245,94.39416,3.6,143.1301
20240429T0700,10.980246,90.10471,2.0364676,135.0
20240429T0800,12.300245,84.12142,1.484318,75.96376
20240429T0900,13.790245,77.89205,3.096837,35.53766
20240429T1000,15.820246,66.434326,6.989936,34.508514
20240429T1100,17.150246,61.93186,6.792466,57.994614
20240429T1200,17.910246,61.654087,2.8116899,39.805573
20240429T1300,18.840246,58.77206,4.452954,345.96375
20240429T1400,19.180244,58.69852,7.42159,337.16635
20240429T1500,19.470245,58.84806,10.495713,337.83365
20240429T1600,19.090246,60.344418,11.720751,349.38034
20240429T1700,18.040245,64.20807,9.028754,355.4261
20240429T1800,16.440247,70.18566,6.924738,351.02737
20240429T1900,14.340245,78.08314,6.924738,351.02737
20240429T2000,13.180245,84.057526,8.4042845,350.13422
20240429T2100,12.790245,85.03263,8.089993,339.14557
20240429T2200,11.780245,89.08413,7.2359104,354.28943
20240429T2300,11.690246,89.016335,5.95906,334.98312
20240430T0000,11.080245,91.09172,4.8965297,306.02737
20240430T0100,10.570246,91.8591,3.8268526,311.1859
20240430T0200,10.030245,92.447845,4.6938252,4.398697
20240430T0300,9.630245,92.547646,3.4152596,18.434952
20240430T0400,9.290245,91.76941,3.8773184,21.801407
20240430T0500,8.070246,94.70082,4.39436,34.99202
20240430T0600,10.580245,90.13329,3.8939953,33.690063
20240430T0700,13.420245,81.42459,3.7585104,16.69925
20240430T0800,15.840245,72.21023,4.5536795,18.434952
20240430T0900,18.030245,65.240364,4.6102495,38.659805
20240430T1000,19.810246,60.1562,6.763786,25.201126
20240430T1100,21.370245,55.41623,5.1919937,33.690063
20240430T1200,22.740246,50.887238,5.1919937,33.690063
20240430T1300,23.720245,46.5377,5.3999996,36.86989
20240430T1400,24.240246,45.099064,4.5820518,44.999985
20240430T1500,24.130245,45.429337,5.1919937,33.690063
20240430T1600,23.550245,47.71068,6.151683,20.556046
20240430T1700,22.330246,53.89336,5.8048253,7.125
20240430T1800,19.850245,64.14424,6.5693827,9.462311
20240430T1900,16.510246,77.69588,9.339208,27.552795
20240430T2000,16.540245,75.42638,7.928177,50.527527
20240430T2100,13.940246,85.33197,3.7585104,73.30075
20240430T2200,13.240245,83.447365,2.8116899,140.19443
20240430T2300,11.570246,88.22883,2.968636,165.96376
20240501T0000,11.430245,90.99483,3.6179552,174.28941
20240501T0100,11.240245,90.91945,4.3349743,175.23636
20240501T0200,10.840245,93.12619,3.4152596,161.56505
20240501T0300,10.130245,94.09881,3.4152596,161.56505
20240501T0400,9.640245,95.03673,3.319036,167.47119
20240501T0500,10.3102455,93.41037,2.2768397,161.56505
20240501T0600,12.460245,88.19294,1.2979984,146.30994
20240501T0700,15.180245,77.84969,1.8,36.86989
20240501T0800,17.600245,68.79941,4.198285,30.963745
20240501T0900,19.840246,61.776974,6.193674,35.53766
20240501T1000,21.630245,55.335857,8.049845,26.565033
20240501T1100,23.170246,50.96788,9.585739,34.286865
20240501T1200,24.440245,46.458435,9.178235,48.179825
20240501T1300,25.500246,41.98294,7.968939,71.56504
20240501T1400,26.070246,38.4497,5.937272,75.96376
20240501T1500,26.180244,37.944656,4.1046314,105.25512
20240501T1600,25.270245,41.03441,2.1897945,9.462311
20240501T1700,23.480246,48.360085,4.510787,28.610443
20240501T1800,21.070246,60.9329,5.8048253,29.744873
20240501T1900,18.850245,67.61316,0.0,180.0
20240501T2000,17.580246,69.94463,4.6938252,184.39871
20240501T2100,16.130245,73.722984,5.4119864,183.81407
20240501T2200,14.880245,84.035126,5.937272,194.03624
20240501T2300,14.140245,87.06863,7.7043357,217.40535
20240502T0000,13.980246,89.56627,6.638072,229.39871
20240502T0100,13.940246,93.79224,5.00128,210.25644
20240502T0200,13.830245,95.09034,6.193674,215.53769
20240502T0300,14.100245,95.78881,5.0911684,225.0
20240502T0400,14.140245,94.233894,4.39436,214.99202
20240502T0500,14.130245,93.494286,5.8603754,222.51045
20240502T0600,14.380245,91.62463,5.6233797,230.19443
20240502T0700,14.720245,88.68768,5.495161,238.3925
20240502T0800,15.150246,85.12635,6.6185193,247.61987
20240502T0900,15.5602455,83.89333,8.350138,262.5686
20240502T1000,15.870245,81.59054,7.9526596,275.19443
20240502T1100,14.860246,82.3801,10.483357,285.9454
20240502T1200,13.820246,87.96611,15.905319,275.19443
20240502T1300,12.660245,87.62302,18.175545,262.0304
20240502T1400,12.100245,87.62776,15.141414,251.99585
20240502T1500,12.100245,86.10732,12.979984,250.55997
20240502T1600,12.230246,84.79684,13.708391,246.8014
20240502T1700,11.840245,84.407906,13.849477,242.10274
20240502T1800,11.490245,84.767715,14.33234,244.72229
20240502T1900,11.220245,85.95349,13.684735,243.43495
20240502T2000,11.120245,86.4107,13.089354,238.49574
20240502T2100,10.970245,86.92459,12.682018,235.40771
20240502T2200,10.780245,87.26024,12.496718,221.49648
20240502T2300,10.580245,88.67621,13.104198,232.8153
20240503T0000,10.370245,89.62739,13.479583,235.88553
20240503T0100,10.170245,89.97714,13.779114,236.72511
20240503T0200,10.010245,88.56299,13.397612,239.30028
20240503T0300,9.800245,87.458824,13.584932,237.99463
20240503T0400,9.760245,86.61915,12.984975,226.1233
20240503T0500,9.880245,85.86306,12.096214,216.52885
20240503T0600,10.230246,84.55974,13.493999,223.91908
20240503T0700,10.470245,83.839264,15.141414,241.60698
20240503T0800,10.910245,81.799164,15.978486,255.65067
20240503T0900,11.410245,79.82562,13.797913,254.87599
20240503T1000,12.350245,74.44325,11.384198,235.30484
20240503T1100,12.930245,71.94784,11.298495,239.34933
20240503T1200,13.740245,66.294014,10.315115,240.75117
20240503T1300,14.360246,62.887394,8.534353,242.35403
20240503T1400,14.330245,61.5949,7.771331,256.6075
20240503T1500,14.550245,60.721077,7.2359104,264.28943
20240503T1600,14.520246,61.386753,5.8048253,262.875
20240503T1700,14.270246,65.01705,4.896529,252.89728
20240503T1800,13.290245,72.06657,2.9024127,209.74489
20240503T1900,11.110246,81.15809,5.0528407,184.08562
20240503T2000,9.930245,84.98918,6.4799995,180.0
20240503T2100,9.0602455,88.412254,6.638072,192.52881
20240503T2200,8.370246,92.527756,4.3498964,204.44395
20240503T2300,7.3102455,94.39952,4.0249224,169.69516
20240504T0000,6.150245,96.87178,4.452954,165.96376
20240504T0100,6.3102455,95.87046,3.219938,153.43495
20240504T0200,6.8902454,93.26689,3.8268526,138.81407
20240504T0300,7.5602455,91.64287,3.0547013,135.0
20240504T0400,7.5102453,91.13152,3.096837,125.537674
20240504T0500,7.7602453,89.832886,3.6,126.869896
20240504T0600,9.400246,87.899864,3.8939953,123.69006
20240504T0700,11.5602455,79.41286,3.8939953,123.69006
20240504T0800,13.350245,72.37345,6.193674,125.537674
20240504T0900,14.680245,66.13958,9.422101,136.54816
20240504T1000,15.920245,58.924046,8.161764,138.57634
20240504T1100,17.020245,55.94585,10.144082,152.52557
20240504T1200,17.600245,52.108112,12.57426,166.75948
20240504T1300,18.180244,47.80436,12.605142,181.63658
20240504T1400,18.610245,46.719765,13.450708,195.52411
20240504T1500,18.730246,45.92293,12.074766,206.56505
20240504T1600,18.700245,50.339977,5.937272,165.96376
20240504T1700,17.970245,53.216232,5.1919937,146.30994
20240504T1800,16.560246,59.73053,5.3517847,132.27368
20240504T1900,15.170245,69.27508,7.4128532,150.94539
20240504T2000,14.470245,73.720314,5.95906,154.98311
20240504T2100,14.330245,76.938095,6.9527545,158.7495
20240504T2200,14.700245,75.77026,6.87779,186.009
20240504T2300,14.050245,80.85905,7.5942073,185.44034
20240505T0000,13.630245,85.12735,9.6932955,195.0685
20240505T0100,13.370245,88.27618,10.587917,197.8189
20240505T0200,13.050245,89.908455,9.826088,188.42697
20240505T0300,13.020246,90.80753,10.239453,190.12466
20240505T0400,13.210245,90.34025,11.177405,194.93143
20240505T0500,13.350245,90.05162,11.770403,203.4287
20240505T0600,13.850245,88.43648,13.217443,209.35776
20240505T0700,14.400246,87.90301,14.982228,215.21759
20240505T0800,15.420245,84.9322,13.684735,215.36246
20240505T0900,16.180246,81.04335,12.181624,214.1597
20240505T1000,17.130245,75.32663,14.264361,222.95459
20240505T1100,18.340246,68.72175,14.264361,227.04541
20240505T1200,19.370245,63.532078,13.755579,227.1211
20240505T1300,20.350245,57.555424,13.493999,226.08093
20240505T1400,20.660246,56.0118,13.276144,229.39871
20240505T1500,20.590246,56.217804,10.587918,234.68878
20240505T1600,20.570246,56.8887,6.696387,233.74615
20240505T1700,19.390245,61.590534,4.2136917,250.0169
20240505T1800,17.430244,76.82471,0.8049845,296.56506
20240505T1900,15.980246,82.30554,2.2768397,71.56504
20240505T2000,14.900246,89.0532,3.5455887,66.037506
20240505T2100,14.380245,93.201225,3.6,89.99999
20240505T2200,14.110246,97.495636,2.3051248,141.34018
20240505T2300,13.870245,98.7096,2.8116899,140.19443
20240506T0000,13.660245,99.22519,3.4152596,161.56505
20240506T0100,13.450245,99.35356,5.2416787,164.0546
20240506T0200,13.160245,99.28611,5.937272,165.96376
20240506T0300,13.090245,99.28552,5.1544156,167.90524
20240506T0400,13.140245,99.22073,5.0528407,175.91438
20240506T0500,13.260245,98.57244,5.0528407,175.91438
20240506T0600,13.670245,97.16707,5.04,180.0
20240506T0700,14.210245,90.77333,5.315336,208.30077
20240506T0800,13.930245,89.38479,8.049845,243.43495
20240506T0900,13.490245,90.3016,11.841756,250.46335
20240506T1000,13.770246,89.371666,11.503113,249.86371
20240506T1100,13.780245,90.0254,11.269782,243.43495
20240506T1200,14.110246,88.10919,13.527572,244.79889
20240506T1300,14.540245,86.93522,12.72283,244.88516
20240506T1400,14.480246,86.35676,12.55879,242.70044
20240506T1500,14.630245,83.61695,11.681987,236.30994
20240506T1600,14.180245,82.56708,13.584932,237.99463
20240506T1700,13.830245,82.57732,11.592894,233.84181
20240506T1800,13.170245,85.58943,8.209263,232.12502
20240506T1900,13.320246,81.79464,5.8603754,222.51045
20240506T2000,12.090245,88.93177,5.4833565,203.1986
20240506T2100,11.590245,91.6817,4.452954,194.03624
20240506T2200,11.440246,92.10375,4.6102495,218.65982
20240506T2300,11.350245,91.111534,3.219938,243.43495
20240507T0000,10.970245,92.88318,3.6,233.1301
20240507T0100,10.760245,92.87042,4.8433046,221.98721
20240507T0200,10.5602455,94.37573,4.1046314,232.12502
20240507T0300,10.330245,95.13248,3.396233,237.99463
20240507T0400,10.210245,94.99856,3.219938,243.43495
20240507T0500,10.550245,94.375244,3.5455887,246.0375
20240507T0600,11.000245,93.32394,4.1046314,254.74487
20240507T0700,11.570246,90.51686,3.9763298,275.19443
20240507T0800,12.270246,86.53212,4.39436,304.99203
20240507T0900,12.980246,85.28248,5.904439,322.43143
20240507T1000,14.340245,84.75537,2.8799999,360.0
20240507T1100,15.200245,82.587135,3.0758414,339.44397
20240507T1200,15.150246,81.8195,3.096837,324.46234
20240507T1300,15.200245,81.23239,5.1919937,326.30994
20240507T1400,15.370245,80.77294,6.1305785,319.76367
20240507T1500,14.950245,81.522446,7.072878,345.25644
20240507T1600,14.640245,84.062584,4.452954,345.96375
20240507T1700,14.180245,86.555115,3.8773184,338.1986
20240507T1800,13.540245,89.768425,5.634891,333.43497
20240507T1900,13.180245,90.69868,8.089993,339.14557
20240507T2000,13.040245,91.11118,10.495713,354.09387
20240507T2100,12.710245,91.51335,9.726665,2.1210938
20240507T2200,12.380245,91.9191,10.853866,5.7105865
20240507T2300,11.940246,91.58285,10.464798,3.9451752
20240508T0000,11.370245,92.53352,9.726665,357.8789
20240508T0100,10.850245,92.93856,7.9932976,352.23483
20240508T0200,10.630245,93.99802,6.638072,347.4712
20240508T0300,10.670245,94.25403,6.28713,346.7595
20240508T0400,10.480246,94.30802,5.5887027,345.0686
20240508T0500,10.590245,93.86909,6.725354,344.4759
20240508T0600,11.570246,90.63872,7.6367526,351.8699
20240508T0700,12.890245,82.84487,10.446206,1.9749298
20240508T0800,14.140245,75.47145,10.1376915,6.1154785
20240508T0900,14.970245,70.17632,10.538843,7.853302
20240508T1000,15.750245,61.263874,11.165805,358.1524
20240508T1100,16.480246,55.082066,12.261158,356.63354
20240508T1200,16.690245,54.16169,12.959999,360.0
20240508T1300,16.810246,53.453777,12.599999,360.0
20240508T1400,16.790245,53.118378,12.599999,360.0
20240508T1500,16.710245,55.82702,12.783802,9.72757
20240508T1600,16.360247,57.836777,12.522619,18.434952
20240508T1700,15.620245,63.054184,10.041354,14.534454
20240508T1800,14.780245,66.11661,9.47012,8.74614
20240508T1900,13.490245,70.45264,8.4042845,9.865799
20240508T2000,12.260245,76.0221,6.9899354,11.888657
20240508T2100,11.440246,80.92821,6.0347,17.35402
20240508T2200,11.350245,83.49306,5.95906,25.016876
20240508T2300,10.460245,87.94382,6.6087217,29.357742
20240509T0000,9.910245,89.89411,6.9153743,38.659805
20240509T0100,9.100245,92.00756,6.1305785,49.76364
20240509T0200,8.950245,92.62979,7.42159,39.09384
20240509T0300,8.940246,92.94696,8.217153,28.810776
20240509T0400,8.890245,93.00751,7.145796,40.914368
20240509T0500,9.680245,92.04776,5.0911684,44.999985
20240509T0600,11.870245,85.85035,5.634891,26.565033
20240509T0700,13.350245,82.29426,8.39657,30.963745
20240509T0800,14.570246,77.131935,12.313894,52.125008
20240509T0900,15.580245,71.920044,12.7279215,61.2602
20240509T1000,16.680244,67.15835,9.422101,43.451828
20240509T1100,17.480246,63.953453,9.931042,46.468796
20240509T1200,18.350245,61.6751,8.0899935,32.275635
20240509T1300,19.130245,58.921974,9.504272,37.30394
20240509T1400,19.660246,56.697765,8.4963045,36.38434
20240509T1500,20.010244,55.586075,8.913181,46.636566
20240509T1600,19.970245,55.131596,7.6367526,44.999985
20240509T1700,19.710245,55.583622,5.8048253,29.744873
20240509T1800,18.170246,62.00496,6.0347,17.35402
20240509T1900,15.200245,70.60177,7.0911775,23.962494
20240509T2000,14.200245,73.67125,6.4096174,38.157227
20240509T2100,12.520246,80.316246,6.638072,49.398697
20240509T2200,10.540245,87.89174,8.942214,49.89908
20240509T2300,9.690246,90.491714,7.4128532,60.945396
20240510T0000,8.750245,92.48962,6.489992,70.55996
20240510T0100,7.880245,94.62584,6.151683,69.443954
20240510T0200,7.3502455,95.65111,6.489992,70.55996
20240510T0300,6.8902454,96.56352,5.2416787,74.054596
20240510T0400,6.3202453,97.48682,4.5536795,71.56504
20240510T0500,7.9302454,94.17295,3.96,89.99999
20240510T0600,11.160245,85.83023,4.73506,81.25384
20240510T0700,14.220245,74.374306,3.8773184,68.19859
20240510T0800,16.690245,65.294106,4.6938257,57.5288
20240510T0900,18.550245,60.09403,6.489992,56.30993
20240510T1000,20.010244,54.517967,5.8603754,42.510437
20240510T1100,21.220245,50.311016,6.989936,55.491463
20240510T1200,22.190245,47.62358,6.792466,57.994614
20240510T1300,22.950245,45.801224,7.145796,49.085617
20240510T1400,23.520245,44.450726,7.127636,44.999985
20240510T1500,23.770245,42.625248,6.8777895,42.87889
20240510T1600,23.620245,41.95749,6.297428,30.963745
20240510T1700,22.780245,46.495083,5.2416787,15.945404
20240510T1800,20.330246,55.92808,5.506941,11.309921
20240510T1900,18.490246,59.04145,7.289445,32.905228
20240510T2000,16.010246,70.14748,6.4096174,51.842773
20240510T2100,13.110246,81.10864,6.9527545,68.7495
20240510T2200,12.260245,84.74317,5.937272,75.96376
20240510T2300,10.990245,87.40008,5.0911684,81.869896
20240511T0000,10.190246,88.64021,4.3349743,85.23635
20240511T0100,9.510245,90.168304,3.96,89.99999
20240511T0200,8.830245,91.86242,4.32,89.99999
20240511T0300,8.270246,93.417336,4.68,89.99999
20240511T0400,7.730245,93.90204,4.3349743,94.76365
20240511T0500,9.370245,90.52793,4.1046314,105.25512
20240511T0600,12.860246,81.12853,4.3498964,114.44395
20240511T0700,16.080246,69.227394,3.0758414,110.556046
20240511T0800,18.520245,58.49647,3.6179552,95.71059
20240511T0900,20.400246,53.105972,4.3349743,85.23635
20240511T1000,21.870245,50.62099,6.28713,66.37062
20240511T1100,23.030245,46.316185,6.379216,73.61045
20240511T1200,24.080246,42.45606,4.802999,77.00538
20240511T1300,24.750246,39.379078,3.4152596,71.56504
20240511T1400,25.230246,37.069305,3.096837,35.53766
20240511T1500,25.480246,36.742073,4.0249224,26.565033
20240511T1600,24.990246,40.356964,5.2416787,15.945404
20240511T1700,24.300245,42.51811,5.0528407,4.085617
20240511T1800,21.880245,54.673096,5.8603754,10.619659
20240511T1900,19.930244,55.195126,8.534353,27.645966
20240511T2000,18.060246,63.998894,7.491114,54.782394
20240511T2100,15.080245,76.24087,5.4833565,66.8014
20240511T2200,13.540245,83.87595,7.072878,75.25644
20240511T2300,12.660245,86.167145,8.049845,100.30484
20240512T0000,11.970245,87.379486,7.42159,104.03624
20240512T0100,11.490245,87.50905,5.815978,111.80141
20240512T0200,11.280245,86.8977,5.634891,116.56505
20240512T0300,11.000245,86.98674,6.6185193,112.380135
20240512T0400,11.000245,85.40477,5.634891,116.56505
20240512T0500,11.960245,84.53647,5.1165614,129.2894
20240512T0600,14.980246,75.26144,5.1165614,129.2894
20240512T0700,17.400246,65.93337,5.315336,118.30075
20240512T0800,19.640245,57.608795,5.692099,124.69515
20240512T0900,21.640245,53.359867,5.0911684,135.0
20240512T1000,23.230246,49.819195,3.8939953,123.69006
20240512T1100,24.240246,47.23936,3.8773184,201.8014
20240512T1200,25.010244,45.702503,3.7585104,196.69925
20240512T1300,25.630245,43.634537,3.6,143.1301
20240512T1400,25.230246,44.21983,5.3517847,132.27368
20240512T1500,24.520245,45.900314,6.193674,144.46231
20240512T1600,23.970245,48.365128,5.0142193,158.9625
20240512T1700,22.710245,60.249672,4.6800003,202.61987
20240512T1800,21.070246,61.817337,5.692099,214.69516
20240512T1900,18.630245,69.55346,5.815978,201.8014
20240512T2000,17.420246,75.07867,2.5455842,188.1301
20240512T2100,16.220245,82.06631,2.52,180.0
20240512T2200,16.460245,82.6903,6.763786,205.20113
20240512T2300,16.060246,85.448326,5.5887027,194.93143
20240513T0000,15.340245,88.79848,5.1544156,192.09476
20240513T0100,14.580245,91.99882,3.96,180.0
20240513T0200,14.480246,91.87196,3.2599385,173.6598
20240513T0300,14.170245,93.18995,3.6179552,174.28941
20240513T0400,14.160245,92.88389,3.2599385,173.6598
20240513T0500,14.380245,92.7136,2.9024127,172.87498
20240513T0600,15.710245,88.13629,3.319036,167.47119
20240513T0700,17.060246,84.121216,2.9024127,172.87498
20240513T0800,18.730246,77.379326,2.968636,165.96376
20240513T0900,19.830246,72.27943,3.8939953,146.30994
20240513T1000,21.200245,63.194237,5.1919937,236.30994
20240513T1100,22.130245,59.218727,6.193674,215.53769
20240513T1200,22.640245,56.287117,6.151683,200.55605
20240513T1300,23.280245,53.36287,6.5693827,189.46233
20240513T1400,23.610245,50.317245,6.2145634,190.00798
20240513T1500,23.810246,48.25793,5.4119864,176.18593
20240513T1600,23.540245,49.117893,5.154415,155.22485
20240513T1700,23.100245,49.94927,3.4152596,108.434944
20240513T1800,21.520245,53.75504,4.0249224,63.43495
20240513T1900,18.770245,62.020832,6.725354,74.47588
20240513T2000,16.610245,74.39747,6.849467,93.01279
20240513T2100,15.3102455,80.60437,5.5887027,104.93142
20240513T2200,13.970245,84.769684,5.6002855,135.0
20240513T2300,13.400246,86.706314,5.634891,153.43495
20240514T0000,13.010245,87.24773,5.6233797,140.19443
20240514T0100,12.710245,88.039154,5.3517847,132.27368
20240514T0200,12.140245,89.17516,4.39436,124.99202
20240514T0300,11.470245,90.3265,5.154415,114.77514
20240514T0400,11.090245,89.80964,5.4833565,113.19859
20240514T0500,12.150246,88.937035,5.315336,118.30075
20240514T0600,15.170245,79.311455,4.510787,118.61046
20240514T0700,18.040245,69.02506,4.0249224,116.56505
20240514T0800,20.320246,62.748554,4.0249224,116.56505
20240514T0900,22.180244,58.538692,4.510787,118.61046
20240514T1000,23.400246,54.167816,2.3051248,51.34018
20240514T1100,23.990246,51.58856,5.154415,65.224846
20240514T1200,24.510244,47.9403,6.924738,81.02737
20240514T1300,24.810246,44.044582,2.2768397,71.56504
20240514T1400,25.080246,42.39771,8.78872,304.99203
20240514T1500,24.370245,46.53141,14.168641,297.2161
20240514T1600,21.000246,61.922756,15.459054,297.75854
20240514T1700,18.620245,70.055916,13.584932,302.00537
20240514T1800,17.730246,71.75192,10.829958,291.44775
20240514T1900,16.990246,74.90694,8.891344,291.37064
20240514T2000,16.290245,76.64215,8.766573,289.17902
20240514T2100,15.350245,79.70707,6.9899354,281.88867
20240514T2200,14.840245,81.56187,6.4799995,270.0
20240514T2300,14.160245,86.553085,4.198285,300.96378
20240515T0000,13.800245,90.56415,2.0364676,315.0
20240515T0100,13.5602455,93.095345,0.8049845,296.56506
20240515T0200,13.440246,95.13726,1.484318,255.96376
20240515T0300,13.390245,96.07978,3.096837,234.46233
20240515T0400,13.340245,96.07813,3.096837,234.46233
20240515T0500,13.480246,94.70117,4.072935,225.0
20240515T0600,13.750245,92.250496,5.8603754,222.51045
20240515T0700,14.190246,90.11637,5.0911684,225.0
20240515T0800,14.820246,86.334435,1.9386592,248.1986
20240515T0900,15.840245,81.80178,2.1897945,9.462311
20240515T1000,16.180246,81.2567,2.16,270.0
20240515T1100,17.180244,76.78496,2.5959969,326.30994
20240515T1200,17.380245,76.31464,3.7064266,330.94543
20240515T1300,17.460245,77.23305,6.130579,356.63354
20240515T1400,17.760244,76.87695,7.5685663,2.7262878
20240515T1500,17.900246,76.99949,7.968939,341.56506
20240515T1600,17.540245,78.72351,7.289445,327.0948
20240515T1700,16.240246,81.692726,6.5693827,350.5377
20240515T1800,14.360246,87.899345,3.8939953,326.30994
20240515T1900,13.320246,91.372826,3.6,270.0
20240515T2000,12.970245,93.00069,3.5455887,246.0375
