location,Basel,Basel,Basel,Basel
lat,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653
variable,Temperature,Relative Humidity,Wind Speed,Wind Direction
unit,°C,%,km/h,°
level,2 m elevation corrected,2 m,10 m,10 m
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Relative Humidity [2 m],Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20240708T1900,22.330246,66.41562,6.618519,44.999985
20240708T2000,19.870245,75.33922,7.24486,63.43495
20240708T2100,18.110245,85.16658,5.2416787,74.054596
20240708T2200,16.980246,90.72991,5.1544156,77.905235
20240708T2300,16.370245,91.69113,3.96,89.99999
20240709T0000,16.100246,91.49631,3.7064266,119.054596
20240709T0100,15.840245,91.836815,4.1046314,127.874985
20240709T0200,15.580245,92.60013,4.1046314,127.874985
20240709T0300,15.3102455,93.85864,4.3349743,131.63353
20240709T0400,15.260245,93.12626,5.1165614,129.2894
20240709T0500,16.790245,89.49495,5.6233797,129.80557
20240709T0600,19.690245,80.8787,4.3349743,131.63353
20240709T0700,22.320246,71.25638,4.1046314,127.874985
20240709T0800,24.700245,66.43665,5.1165614,129.2894
20240709T0900,26.730246,61.51653,6.638072,130.60129
20240709T1000,28.530245,55.133316,5.0142193,111.03751
20240709T1100,29.760244,50.33885,6.379216,106.38954
20240709T1200,30.880245,45.067116,8.534353,117.64597
20240709T1300,31.650246,42.15126,9.726664,128.991
20240709T1400,32.240246,40.836483,10.464797,139.1849
20240709T1500,32.520245,39.283157,10.182337,135.0
20240709T1600,32.380245,40.179955,9.220499,128.6598
20240709T1700,31.690245,43.21737,7.145796,130.91438
20240709T1800,29.440245,53.050224,5.692099,145.30484
20240709T1900,26.120245,67.098785,5.5887027,165.06857
20240709T2000,24.030245,74.40202,5.0142193,158.9625
20240709T2100,23.460245,79.30571,4.379589,170.53767
20240709T2200,23.040245,80.848495,4.68,180.0
20240709T2300,22.740246,80.306755,5.0528407,175.91438
20240710T0000,22.110245,81.29002,5.8603754,190.61966
20240710T0100,21.710245,83.93865,7.42159,219.09386
20240710T0200,21.490246,84.6026,6.3690495,227.29062
20240710T0300,20.840246,88.008194,4.2136917,199.98311
20240710T0400,20.300245,91.11691,3.5455887,203.9625
20240710T0500,20.510244,91.30105,3.319036,220.6013
20240710T0600,21.360245,89.547615,2.16,180.0
20240710T0700,21.430244,84.22527,2.7416782,203.1986
20240710T0800,20.900246,84.80778,4.6102495,231.3402
20240710T0900,21.090246,85.900955,6.9527545,248.7495
20240710T1000,22.420246,86.13379,3.7585104,196.69925
20240710T1100,23.720245,78.01807,2.8116899,219.80557
20240710T1200,25.320246,70.0255,4.6938252,184.39871
20240710T1300,26.250246,65.55129,5.506941,191.30994
20240710T1400,26.750246,62.846245,4.0249224,206.56505
20240710T1500,26.290245,63.34005,5.3517847,222.27368
20240710T1600,25.440245,65.92081,6.28713,246.37064
20240710T1700,24.120245,74.09166,6.151683,249.44395
20240710T1800,23.860245,77.79535,5.1165614,219.28941
20240710T1900,22.660246,83.674835,2.9024127,277.125
20240710T2000,22.500246,82.67136,3.6,306.8699
20240710T2100,22.440245,83.54664,5.692099,304.69516
20240710T2200,21.100245,89.64119,3.219938,63.43495
20240710T2300,20.370245,92.55977,1.2979984,326.30994
20240711T0000,20.150246,93.30577,1.609969,206.56505
20240711T0100,19.980246,94.29759,3.0547013,225.0
20240711T0200,19.720245,95.059784,4.5536795,251.56506
20240711T0300,19.530245,95.41232,0.8049845,206.56505
20240711T0400,19.460245,95.05126,1.0182338,135.0
20240711T0500,19.750246,95.29942,1.484318,194.03624
20240711T0600,20.590246,91.821434,2.6208394,254.0546
20240711T0700,21.580246,86.433044,1.8,233.1301
20240711T0800,22.930244,79.2835,1.9386592,201.8014
20240711T0900,24.210245,70.65877,1.9386592,158.1986
20240711T1000,25.070246,73.51253,3.096837,125.537674
20240711T1100,26.020245,64.60707,0.5091169,315.0
20240711T1200,26.950245,57.51983,3.563818,44.999985
20240711T1300,27.580246,53.594048,3.8268526,41.18593
20240711T1400,27.990246,52.220036,4.32,360.0
20240711T1500,27.720245,53.83346,6.28713,13.240509
20240711T1600,27.360245,57.291336,3.6179552,5.7105865
20240711T1700,27.060246,58.682217,2.0991426,329.03625
20240711T1800,26.020245,62.647903,2.2768397,341.56506
20240711T1900,24.100245,70.86119,1.835647,11.309921
20240711T2000,22.120245,81.4956,0.35999998,270.0
20240711T2100,20.900246,87.51742,0.71999997,180.0
20240711T2200,20.610245,89.55041,3.8268526,131.18591
20240711T2300,20.120245,92.43111,4.73506,98.74616
20240712T0000,20.240246,92.61123,4.198285,149.03624
20240712T0100,20.030245,93.82816,6.638072,167.47119
20240712T0200,19.910246,94.11777,7.628263,160.70996
20240712T0300,19.710245,94.10988,6.439876,153.43495
20240712T0400,19.620245,93.92906,6.6087217,150.64224
20240712T0500,19.960245,91.959496,6.489992,160.55997
20240712T0600,20.680244,88.71654,6.924738,171.02737
20240712T0700,21.770245,83.94513,6.12,180.0
20240712T0800,22.920246,77.95234,10.233123,230.7106
20240712T0900,23.520245,73.159805,12.43434,247.89056
20240712T1000,23.820246,71.57255,11.440979,245.85446
20240712T1100,23.840246,68.13652,13.089354,238.49574
20240712T1200,23.220245,68.57906,12.682018,235.40771
20240712T1300,23.240246,70.25722,12.181625,251.0296
20240712T1400,21.980246,74.67743,10.829959,254.57785
20240712T1500,20.930244,80.06828,10.594036,260.2176
20240712T1600,20.960245,81.9196,10.1376915,263.8845
20240712T1700,20.380245,83.74,8.209263,254.74487
20240712T1800,19.930244,84.81411,8.217153,241.18921
20240712T1900,19.040245,87.52268,11.298495,247.52057
20240712T2000,18.510244,87.140816,10.966713,246.8014
20240712T2100,17.710245,87.404305,8.217153,241.18921
20240712T2200,17.120245,89.69355,5.315336,241.69925
20240712T2300,16.740246,90.246155,4.072935,225.0
20240713T0000,16.530245,90.05605,4.8965297,216.02737
20240713T0100,16.300245,90.56587,6.1094027,225.0
20240713T0200,15.970245,91.25088,5.991594,237.26477
20240713T0300,15.470245,92.35332,5.0142193,248.9625
20240713T0400,15.3102455,92.58487,4.2136917,250.0169
20240713T0500,15.480246,92.474106,6.489992,250.55997
20240713T0600,16.490246,88.31893,5.634891,243.43495
20240713T0700,17.640245,80.08348,5.495161,238.3925
20240713T0800,18.640245,72.34579,5.315336,241.69925
20240713T0900,19.560246,66.61459,4.2136917,250.0169
20240713T1000,20.310246,63.408947,4.829907,243.43495
20240713T1100,21.220245,58.767914,6.5693827,260.5377
20240713T1200,21.760244,56.140823,6.162207,276.70984
20240713T1300,22.280245,54.094048,5.2416787,285.9454
20240713T1400,22.580246,52.762527,4.802999,282.99463
20240713T1500,23.060246,50.603367,4.896529,287.10272
20240713T1600,22.950245,50.107708,5.692099,304.69516
20240713T1700,22.310246,51.861694,4.8965297,323.97263
20240713T1800,21.520245,55.344475,3.319036,347.4712
20240713T1900,19.410246,58.59844,5.0911684,8.130096
20240713T2000,17.860245,69.309074,6.5693827,9.462311
20240713T2100,16.320246,79.06147,6.2145634,10.00798
20240713T2200,15.150246,84.79047,1.835647,348.69006
20240713T2300,14.510245,87.45032,1.08,270.0
20240714T0000,14.350245,89.36008,0.8049845,206.56505
20240714T0100,13.370245,92.71634,1.8,216.8699
20240714T0200,13.370245,92.83902,2.4149535,206.56505
20240714T0300,13.150246,92.82631,2.6208394,195.9454
20240714T0400,12.050245,94.763535,2.968636,165.96376
20240714T0500,13.430245,92.23077,3.8268526,138.81407
20240714T0600,15.920245,84.542885,3.396233,147.99461
20240714T0700,18.490246,75.897835,3.0758414,159.44395
20240714T0800,20.590246,68.81191,2.52,180.0
20240714T0900,22.190245,62.88314,2.1897945,170.53767
20240714T1000,23.440245,53.29934,4.452954,165.96376
20240714T1100,24.520245,48.833458,5.8048253,187.12502
20240714T1200,25.240246,45.405506,5.0142193,201.0375
20240714T1300,24.920246,44.840515,3.8939953,213.69006
20240714T1400,24.810246,47.581985,2.7416782,246.8014
20240714T1500,24.550245,50.83168,2.0991426,300.96378
20240714T1600,23.910246,59.98637,2.52,360.0
20240714T1700,22.790245,68.6699,2.9024127,29.744873
20240714T1800,21.970245,74.01445,2.0364676,44.999985
20240714T1900,20.900246,72.28545,3.096837,54.46232
20240714T2000,19.580246,77.508865,2.5455842,81.869896
20240714T2100,18.520245,82.94033,2.1897945,99.46232
20240714T2200,16.540245,91.58325,2.1897945,80.537674
20240714T2300,16.160246,93.71647,0.71999997,360.0
20240715T0000,15.170245,95.080696,1.484318,75.96376
20240715T0100,14.840245,95.8138,2.1897945,99.46232
20240715T0200,14.780245,95.562515,2.52,89.99999
20240715T0300,14.5602455,96.054726,2.52,89.99999
20240715T0400,14.500245,96.11552,2.5455842,98.1301
20240715T0500,15.740245,93.635796,3.219938,116.56505
20240715T0600,17.610245,86.27574,3.319036,102.52881
20240715T0700,20.160246,79.252556,3.2599385,96.34019
20240715T0800,22.720245,70.96763,4.1046314,105.25512
20240715T0900,24.810246,65.41835,5.0142193,111.03751
20240715T1000,26.540245,60.858532,4.379589,99.46232
20240715T1100,27.850245,57.19182,5.634891,116.56505
20240715T1200,29.080246,54.001278,7.42159,140.90614
20240715T1300,29.650246,51.625183,7.10031,149.53445
20240715T1400,29.500246,52.27235,5.6233797,140.19443
20240715T1500,28.770245,54.537865,4.8433046,131.98721
20240715T1600,27.530245,58.90246,4.5536795,108.434944
20240715T1700,26.840246,65.264496,0.71999997,180.0
20240715T1800,24.910246,79.30323,14.512064,246.61478
20240715T1900,21.670246,86.983055,10.630672,241.69925
20240715T2000,20.030245,97.353325,5.95906,154.98311
20240715T2100,19.700245,96.983696,6.9899354,168.11134
20240715T2200,19.420246,94.75165,9.007196,177.7094
20240715T2300,19.760244,94.11185,8.707238,187.12502
20240716T0000,19.950245,93.296745,6.849467,183.01279
20240716T0100,19.570246,93.98604,8.12197,192.80426
20240716T0200,19.230246,93.91288,6.28713,203.62938
20240716T0300,18.810246,93.717186,5.315336,208.30077
20240716T0400,18.310246,93.51673,5.4833565,203.1986
20240716T0500,18.610245,92.35145,4.829907,206.56505
20240716T0600,19.220245,90.47563,4.3349743,228.36647
20240716T0700,19.780245,86.15548,6.6185193,247.61987
20240716T0800,20.270245,82.09547,9.0,253.7398
20240716T0900,20.870245,77.504295,10.041354,255.46555
20240716T1000,21.690245,71.59761,8.12197,257.19574
20240716T1100,22.720245,65.69115,10.853866,264.28943
20240716T1200,23.500246,59.92924,11.885453,268.26428
20240716T1300,23.820246,57.27991,12.620554,273.2705
20240716T1400,24.090246,54.626583,12.964998,268.40887
20240716T1500,23.920246,52.729992,12.261158,266.63354
20240716T1600,23.910246,51.906345,12.245294,268.3153
20240716T1700,23.480246,52.719387,10.086427,267.9546
20240716T1800,22.700245,57.079906,6.9899354,258.11133
20240716T1900,20.640245,67.62687,6.696387,233.74615
20240716T2000,18.630245,75.62489,7.9036193,210.06859
20240716T2100,17.680244,78.590195,6.9527545,201.2505
20240716T2200,16.780245,83.27127,5.1165614,219.28941
20240716T2300,15.940246,84.822525,3.5455887,203.9625
20240717T0000,15.740245,84.52264,2.1897945,189.46233
20240717T0100,15.510245,85.78297,1.835647,191.30994
20240717T0200,15.600245,85.3993,1.08,180.0
20240717T0300,15.660245,84.95865,1.484318,165.96376
20240717T0400,15.750245,84.24683,1.484318,165.96376
20240717T0500,15.160245,90.54397,0.8049845,206.56505
20240717T0600,17.480246,82.654175,1.1384199,288.43497
20240717T0700,20.050245,72.835464,1.8,306.8699
20240717T0800,21.890245,63.224873,2.0991426,329.03625
20240717T0900,23.030245,59.240494,2.968636,345.96375
20240717T1000,23.780245,54.3,4.896529,17.102722
20240717T1100,24.400246,52.61375,5.0911684,8.130096
20240717T1200,24.850245,50.218197,5.0528407,4.085617
20240717T1300,25.410246,48.8803,4.6800003,22.619858
20240717T1400,25.520245,47.060875,5.315336,28.30075
20240717T1500,25.700245,46.986664,5.815978,21.801407
20240717T1600,25.590246,48.737553,6.638072,12.528809
20240717T1700,25.010244,51.45218,7.5942073,5.440323
20240717T1800,23.610245,57.22868,7.5685663,2.7262878
20240717T1900,21.220245,66.355995,6.28713,13.240509
20240717T2000,19.270245,75.143166,6.6185193,22.380127
20240717T2100,18.050245,81.50198,7.5942082,31.42955
20240717T2200,16.730246,86.412735,7.42159,39.09384
20240717T2300,16.150246,88.519745,5.8603754,47.489548
20240718T0000,15.600245,89.86968,5.95906,64.98311
20240718T0100,15.120245,91.31372,5.815978,68.19859
20240718T0200,14.440246,92.96044,5.0142193,68.96249
20240718T0300,14.120245,93.616615,4.829907,63.43495
20240718T0400,14.260245,93.623695,4.198285,59.036232
20240718T0500,15.410245,92.65078,3.319036,40.601288
20240718T0600,17.970245,84.49566,3.8268526,41.18593
20240718T0700,20.400246,74.94281,4.6102495,38.659805
20240718T0800,22.450245,68.16591,4.8433046,41.987198
20240718T0900,24.070246,63.90729,5.1165614,50.7106
20240718T1000,25.470245,60.30868,6.28713,23.629364
20240718T1100,26.700245,55.736702,8.707237,29.744873
20240718T1200,27.810246,51.843475,8.39657,30.963745
20240718T1300,28.510244,50.04766,7.24486,26.565033
20240718T1400,28.800245,49.80582,6.763786,25.201126
20240718T1500,28.840246,49.784603,6.28713,23.629364
20240718T1600,28.570246,51.350025,5.8603754,10.619659
20240718T1700,27.650246,54.882847,7.2805495,351.46924
20240718T1800,26.140245,59.55097,6.28713,346.7595
20240718T1900,23.070246,73.73144,6.12,360.0
20240718T2000,20.730246,83.198105,8.64,360.0
20240718T2100,19.580246,85.917534,7.342588,11.309921
20240718T2200,20.050245,81.65128,7.42159,14.03624
20240718T2300,18.820246,85.240555,5.3999996,36.86989
20240719T0000,18.300245,86.84287,3.0547013,44.999985
20240719T0100,17.370245,89.36663,2.0364676,44.999985
20240719T0200,16.650246,91.23613,3.219938,63.43495
20240719T0300,16.130245,91.61686,2.9024127,82.874985
20240719T0400,16.300245,90.33142,2.2768397,108.434944
20240719T0500,17.480246,91.289246,2.2768397,108.434944
20240719T0600,20.060246,83.121086,2.0991426,120.96376
20240719T0700,22.540245,74.769066,1.8,89.99999
20240719T0800,24.540245,68.4025,2.1897945,80.537674
20240719T0900,26.310246,64.304535,1.835647,78.69006
20240719T1000,27.760244,60.903545,1.5273507,135.0
20240719T1100,28.710245,56.50608,1.2979984,213.69006
20240719T1200,29.730246,50.015053,1.4399999,180.0
20240719T1300,30.420246,45.37399,2.0991426,239.03624
20240719T1400,30.720245,43.505688,3.671294,281.30994
20240719T1500,30.920246,43.33875,5.692099,304.69516
20240719T1600,30.990246,42.591854,6.638072,319.3987
20240719T1700,30.090246,46.421814,5.315336,331.69925
20240719T1800,28.310246,52.60011,3.671294,348.69006
20240719T1900,25.650246,64.205215,5.771239,356.42368
20240719T2000,23.430244,73.838196,7.5942073,5.440323
20240719T2100,22.050245,78.418015,5.154415,24.775131
20240719T2200,21.770245,75.50178,3.4152596,71.56504
20240719T2300,19.640245,84.24556,2.7416782,113.19859
20240720T0000,18.870245,88.404655,2.5455842,171.8699
20240720T0100,18.250246,90.75683,3.0758414,200.55605
20240720T0200,17.640245,92.71229,3.2599385,186.3402
20240720T0300,17.280245,93.82839,3.0758414,159.44395
20240720T0400,17.300245,92.872696,3.396233,147.99461
20240720T0500,18.680244,89.01117,2.9024127,150.25511
20240720T0600,21.010244,82.02938,3.319036,130.60129
20240720T0700,23.520245,73.76043,3.396233,147.99461
20240720T0800,26.060246,67.717514,3.319036,167.47119
20240720T0900,27.860245,61.15412,3.6179552,174.28941
20240720T1000,29.160246,56.4021,1.609969,206.56505
20240720T1100,29.820246,51.21624,1.4399999,180.0
20240720T1200,30.620245,46.47439,3.2599385,173.6598
20240720T1300,30.920246,42.24822,3.2399998,180.0
20240720T1400,31.170246,40.440292,2.7416782,203.1986
20240720T1500,30.830246,40.868034,2.0991426,210.96376
20240720T1600,30.620245,42.1125,2.7416782,66.8014
20240720T1700,30.510244,43.698807,5.506941,78.69006
20240720T1800,28.400246,57.934788,4.3349743,85.23635
20240720T1900,25.180244,67.544846,6.2145634,79.99202
20240720T2000,23.010244,75.55549,6.87779,96.009
20240720T2100,22.180244,78.09116,5.0911684,98.1301
20240720T2200,21.340246,83.793045,2.9024127,97.125015
20240720T2300,20.930244,86.318794,3.0547013,135.0
20240721T0000,20.190245,87.73289,4.379589,189.46233
20240721T0100,20.080246,87.44689,4.3349743,184.76364
20240721T0200,20.190245,86.74129,3.6,180.0
20240721T0300,20.080246,87.6128,7.42159,247.16635
20240721T0400,20.140245,85.267235,5.495161,238.3925
20240721T0500,20.130245,83.871735,6.638072,220.6013
20240721T0600,20.330246,85.610725,5.8603754,190.61966
20240721T0700,21.300245,84.63601,6.87779,186.009
20240721T0800,22.710245,82.2839,6.162207,186.70984
20240721T0900,24.670246,73.17151,3.6179552,185.71059
20240721T1000,25.520245,68.42019,7.491114,234.78241
20240721T1100,26.170246,63.833054,9.339208,242.44719
20240721T1200,26.460245,61.45637,8.669949,265.23636
20240721T1300,26.500246,59.14648,8.905908,284.03625
20240721T1400,25.980246,60.234455,7.9932966,305.83765
20240721T1500,25.110245,61.777782,8.287822,304.38034
20240721T1600,24.500246,65.93559,8.287822,272.48956
20240721T1700,24.500246,66.73249,7.289445,237.09476
20240721T1800,24.060246,69.48361,4.39436,235.00798
20240721T1900,22.650246,75.83262,5.1165614,230.7106
20240721T2000,21.070246,82.76537,6.489992,213.69006
20240721T2100,20.390245,86.431625,6.638072,220.6013
20240721T2200,19.370245,90.829666,8.287822,235.61966
20240721T2300,19.370245,90.71485,5.6233797,230.19443
20240722T0000,19.370245,90.94459,6.618519,225.0
20240722T0100,19.300245,91.285904,5.6233797,230.19443
20240722T0200,19.140245,91.913704,5.692099,235.30484
20240722T0300,19.170246,91.39358,5.1165614,230.7106
20240722T0400,19.270245,91.05341,4.1046314,232.12502
20240722T0500,19.360245,91.00148,3.8939953,236.30994
20240722T0600,19.670246,91.65423,5.0142193,248.9625
20240722T0700,20.540245,89.65786,7.2359104,275.7106
20240722T0800,21.570246,84.24016,7.968939,288.43497
20240722T0900,22.270245,78.399895,7.5685663,295.3462
20240722T1000,23.280245,68.19945,4.0249224,280.30487
20240722T1100,24.120245,62.626717,5.6920996,251.56506
20240722T1200,24.730246,58.39332,8.825508,258.23172
20240722T1300,25.170246,57.97654,9.746631,265.7636
20240722T1400,25.510244,56.37547,9.3669195,272.2026
20240722T1500,25.640245,56.335094,9.422101,276.58194
20240722T1600,25.700245,55.668716,9.178235,281.30994
20240722T1700,25.090246,56.780777,8.4042845,279.8658
20240722T1800,24.030245,60.71186,7.342588,281.30994
20240722T1900,21.780245,67.07549,6.5693827,279.46234
20240722T2000,19.540245,75.62634,5.4477882,277.59464
20240722T2100,18.340246,80.70036,4.802999,257.00537
20240722T2200,17.570246,83.79812,4.6938252,274.3987
20240722T2300,17.180244,85.178406,4.6938257,302.4712
20240723T0000,16.690245,86.577354,3.671294,281.30994
20240723T0100,16.260246,87.27116,3.6,233.1301
20240723T0200,15.880245,87.29254,4.1046314,217.87498
20240723T0300,15.240245,88.44176,4.510787,208.61046
20240723T0400,15.120245,89.18817,4.6800003,202.61987
20240723T0500,16.020247,87.419586,3.5455887,203.9625
20240723T0600,17.940245,80.75146,4.6800003,202.61987
20240723T0700,19.690245,75.163994,5.1165614,219.28941
20240723T0800,21.340246,69.5395,6.9153743,231.3402
20240723T0900,22.490246,64.80372,8.287822,235.61966
20240723T1000,23.360245,60.051353,6.489992,236.30994
20240723T1100,24.330246,58.86281,10.30883,245.22485
20240723T1200,24.980246,57.893986,9.346143,254.35776
20240723T1300,25.420246,58.147476,11.013882,258.69006
20240723T1400,25.130245,60.653816,11.885453,268.26428
20240723T1500,25.110245,61.81703,11.570515,275.35583
20240723T1600,24.280245,66.772415,10.538843,277.85333
20240723T1700,23.530245,70.48924,8.311245,265.03027
20240723T1800,22.790245,71.887115,8.905908,255.96376
20240723T1900,21.760244,75.06964,8.049845,259.69516
20240723T2000,21.130245,77.444466,7.5599995,270.0
20240723T2100,20.450245,79.749306,7.342588,281.30994
20240723T2200,19.900246,81.06123,6.696387,306.25385
20240723T2300,19.480246,82.05087,7.653705,318.8141
20240724T0000,19.030245,84.01722,6.193674,324.46234
20240724T0100,18.460245,86.52463,5.3999996,306.8699
20240724T0200,17.980246,88.04817,4.0249224,280.30487
20240724T0300,17.660246,88.81655,4.39436,304.99203
20240724T0400,17.090246,89.864914,4.6938257,327.5288
20240724T0500,17.180244,90.10335,3.4152596,341.56506
20240724T0600,18.120245,84.29455,3.9763298,354.8056
20240724T0700,19.470245,72.21416,5.4119864,356.18594
20240724T0800,20.420246,67.89035,6.130579,356.63354
20240724T0900,21.020245,63.81677,6.2145634,349.992
20240724T1000,21.680244,63.796436,6.849467,3.0127716
20240724T1100,22.350245,60.83371,7.2,360.0
20240724T1200,22.890245,58.026497,7.9526596,354.8056
20240724T1300,23.440245,54.497456,7.9526596,354.8056
20240724T1400,23.870245,53.097214,8.287822,357.51044
20240724T1500,23.900246,51.497414,8.647496,357.61407
20240724T1600,23.740246,52.855915,7.92,360.0
20240724T1700,23.200245,55.26091,7.5942073,5.440323
20240724T1800,21.890245,60.56853,7.5599995,360.0
20240724T1900,19.980246,68.20001,6.162207,353.29016
20240724T2000,18.290245,77.61382,5.4477882,352.40536
20240724T2100,17.650246,79.2547,4.6938252,355.60132
20240724T2200,15.980246,89.14145,5.937272,14.03624
20240724T2300,15.670245,90.34467,5.692099,34.69516
20240725T0000,15.340245,92.52631,5.00128,30.256424
20240725T0100,15.480246,92.53427,3.563818,44.999985
20240725T0200,15.280245,91.981834,3.96,360.0
20240725T0300,14.400246,94.616554,6.162207,353.29016
20240725T0400,14.5602455,93.57752,5.937272,14.03624
20240725T0500,14.380245,93.99841,4.6800003,22.619858
20240725T0600,16.800245,85.3041,4.198285,30.963745
20240725T0700,19.000246,74.806305,4.1046314,37.87497
20240725T0800,20.810246,69.212685,3.8773184,21.801407
20240725T0900,22.440245,64.211105,4.6938257,32.47119
20240725T1000,23.790245,59.65034,5.3999996,36.86989
20240725T1100,24.850245,55.386787,4.3349743,48.366455
20240725T1200,25.990246,50.74775,2.5959969,33.690063
20240725T1300,26.610245,48.25425,2.2768397,18.434952
20240725T1400,26.900246,45.979286,1.835647,11.309921
20240725T1500,27.040245,44.63176,3.2399998,360.0
20240725T1600,26.880245,46.273567,4.68,360.0
20240725T1700,26.280245,51.020523,5.4119864,356.18594
20240725T1800,24.270245,58.171112,3.8773184,338.1986
20240725T1900,20.760244,75.19449,5.0911684,351.8699
20240725T2000,18.690245,83.28107,6.9899354,11.888657
20240725T2100,18.170246,84.13729,6.638072,40.601288
20240725T2200,16.820246,89.55511,2.5455842,44.999985
20240725T2300,16.220245,90.67776,1.609969,63.43495
20240726T0000,15.850245,90.18155,1.08,180.0
20240726T0100,15.380245,91.80831,2.1897945,189.46233
20240726T0200,15.710245,90.64214,3.2599385,186.3402
20240726T0300,15.840245,90.41578,3.6179552,185.71059
20240726T0400,15.250245,92.40066,3.9763298,185.19443
20240726T0500,16.010246,91.96638,2.52,180.0
20240726T0600,18.110245,86.1583,1.9386592,201.8014
20240726T0700,20.900246,76.03919,2.0991426,210.96376
20240726T0800,23.380245,65.87118,2.8116899,230.19443
20240726T0900,25.080246,58.364414,2.5455842,278.1301
20240726T1000,26.390245,52.043903,1.4399999,270.0
20240726T1100,27.220245,49.265594,0.35999998,270.0
20240726T1200,27.700245,46.675575,1.2979984,326.30994
20240726T1300,28.350245,44.6134,2.4149535,333.43497
20240726T1400,28.500246,43.20672,3.2399998,360.0
20240726T1500,28.700245,42.100937,3.8939953,33.690063
20240726T1600,28.250246,43.814297,4.1046314,37.87497
20240726T1700,27.370245,49.846012,4.2136917,19.983109
20240726T1800,25.630245,61.347954,3.6179552,5.7105865
20240726T1900,23.170246,66.41887,6.830519,18.434952
20240726T2000,21.660246,71.68382,7.6367526,44.999985
20240726T2100,20.710245,76.88889,7.42159,50.906143
20240726T2200,19.380245,84.81022,6.1305785,40.236343
20240726T2300,18.950245,87.12511,5.154415,24.775131
20240727T0000,18.640245,87.99177,3.6179552,354.28943
20240727T0100,18.220245,90.69695,2.6208394,15.945404
20240727T0200,17.590246,93.24463,2.5455842,44.999985
20240727T0300,17.380245,94.31408,0.5091169,135.0
20240727T0400,17.360245,95.16076,3.319036,167.47119
20240727T0500,18.160246,92.32695,1.2979984,123.69006
20240727T0600,19.620245,86.688835,1.835647,101.30993
20240727T0700,22.220245,77.215195,2.0991426,120.96376
20240727T0800,24.670246,66.72474,2.2768397,71.56504
20240727T0900,26.550245,59.57042,3.5455887,66.037506
20240727T1000,27.640245,56.962242,2.9024127,82.874985
20240727T1100,28.620245,53.989223,4.0249224,296.56506
20240727T1200,28.710245,53.605274,6.28713,293.6294
20240727T1300,28.200245,55.19144,8.766573,289.17902
20240727T1400,27.310246,58.042465,6.638072,310.60132
20240727T1500,25.250246,70.45102,4.510787,331.38956
20240727T1600,24.890245,71.85198,4.198285,329.03625
20240727T1700,24.450245,73.776596,2.0991426,30.963745
20240727T1800,23.830246,77.645775,0.8049845,26.565033
20240727T1900,22.470245,85.92451,1.609969,296.56506
20240727T2000,21.970245,86.79271,3.319036,282.5288
20240727T2100,21.480246,89.22173,5.7599998,270.0
20240727T2200,21.060246,91.33334,5.154415,294.77515
20240727T2300,20.910246,91.78177,5.692099,304.69516
20240728T0000,20.790245,91.54607,8.714677,321.70984
20240728T0100,20.230246,93.66044,9.360001,337.38013
20240728T0200,19.830246,93.937645,8.209263,344.74487
20240728T0300,19.270245,93.67808,6.439876,333.43497
20240728T0400,18.800245,92.71352,6.489992,340.55997
20240728T0500,18.270245,92.39174,7.771331,346.6075
20240728T0600,18.070246,91.035164,7.2359104,354.28943
20240728T0700,18.230246,88.06949,8.350138,7.431381
20240728T0800,18.860245,84.646576,9.6932955,15.068481
20240728T0900,19.920246,77.46065,11.165805,20.772247
20240728T1000,20.890245,73.03054,10.685391,32.619232
20240728T1100,21.990246,67.20484,10.587918,35.311203
20240728T1200,23.110245,63.494465,9.726664,38.990982
20240728T1300,24.080246,60.801266,9.422101,43.451828
20240728T1400,24.560246,59.258183,8.669949,41.63353
20240728T1500,24.900246,58.24693,7.9932966,35.837646
20240728T1600,24.850245,57.640507,8.049845,26.565033
20240728T1700,24.060246,58.723083,8.654986,16.927505
20240728T1800,22.520245,61.467876,7.9526596,5.194412
20240728T1900,20.160246,68.280754,6.519877,6.340164
20240728T2000,18.440245,75.79093,7.072878,14.743561
20240728T2100,17.450245,81.37121,7.42159,22.833649
20240728T2200,16.610245,87.929146,5.3517847,42.27368
20240728T2300,16.220245,88.41064,5.3517847,47.726303
20240729T0000,15.760245,89.00752,5.1919937,56.30993
20240729T0100,15.280245,90.08051,5.1165614,50.7106
20240729T0200,14.860246,91.23666,4.8433046,48.01277
20240729T0300,14.440246,92.47416,4.6938257,57.5288
20240729T0400,13.980246,93.60949,4.3498964,65.55604
20240729T0500,15.250245,91.02476,4.379589,80.537674
20240729T0600,17.790245,80.10424,5.0911684,81.869896
20240729T0700,20.050245,71.01944,5.506941,78.69006
20240729T0800,21.970245,64.274864,6.151683,69.443954
20240729T0900,23.640245,61.525063,7.0911775,66.037506
20240729T1000,25.200245,60.131683,6.8777895,47.121094
20240729T1100,26.490246,59.032116,7.7043357,52.594643
20240729T1200,27.640245,56.818954,7.5942082,58.570435
20240729T1300,28.570246,54.66021,6.989936,55.491463
20240729T1400,29.170246,52.353577,7.145796,49.085617
20240729T1500,29.490246,51.03564,6.8777895,47.121094
20240729T1600,29.440245,50.47897,6.3690495,42.70938
